alternative,value,rank,size,iteration,custom_id,alternative_of_interest,starting_id,type,n_alternatives
0,0.638888888888889,4,183,84,1,False,2,IC,7
3,0.638888888888889,4,183,84,4,False,2,IC,7
2,0.5277777777777778,6,183,84,5,False,2,IC,7
5,0.5277777777777778,6,183,84,3,False,2,IC,7
6,1.0,1,189,90,2,True,2,IC,7
4,0.8333333333333334,2,189,90,6,False,2,IC,7
1,0.7916666666666666,3,189,90,7,False,2,IC,7
0,0.638888888888889,4,189,90,1,False,2,IC,7
3,0.638888888888889,4,189,90,4,False,2,IC,7
2,0.5277777777777778,6,189,90,5,False,2,IC,7
5,0.5277777777777778,6,189,90,3,False,2,IC,7
6,1.0,1,195,96,2,True,2,IC,7
4,0.8333333333333334,2,195,96,6,False,2,IC,7
1,0.7916666666666666,3,195,96,7,False,2,IC,7
0,0.638888888888889,4,195,96,1,False,2,IC,7
3,0.638888888888889,4,195,96,4,False,2,IC,7
2,0.5277777777777778,6,195,96,5,False,2,IC,7
5,0.5277777777777778,6,195,96,3,False,2,IC,7
0,1.0,1,100,0,1,False,2,IC,7
3,1.0,1,100,0,2,True,2,IC,7
1,1.0,1,100,0,3,False,2,IC,7
4,1.0,1,100,0,4,False,2,IC,7
2,1.0,1,100,0,5,False,2,IC,7
5,0.986111111111111,6,100,0,6,False,2,IC,7
6,0.9722222222222223,7,100,0,7,False,2,IC,7
0,1.0,1,105,6,1,False,2,IC,7
3,1.0,1,105,6,2,True,2,IC,7
1,1.0,1,105,6,3,False,2,IC,7
4,1.0,1,105,6,4,False,2,IC,7
2,1.0,1,105,6,5,False,2,IC,7
6,0.9027777777777778,6,105,6,7,False,2,IC,7
5,0.8472222222222222,7,105,6,6,False,2,IC,7
3,1.0,1,111,12,2,True,2,IC,7
2,1.0,1,111,12,5,False,2,IC,7
4,0.9722222222222223,3,111,12,4,False,2,IC,7
1,0.9583333333333334,4,111,12,3,False,2,IC,7
0,0.9166666666666666,5,111,12,1,False,2,IC,7
6,0.8333333333333334,6,111,12,7,False,2,IC,7
5,0.7916666666666666,7,111,12,6,False,2,IC,7
3,1.0,1,117,18,2,True,2,IC,7
2,0.9583333333333334,2,117,18,5,False,2,IC,7
1,0.9444444444444443,3,117,18,3,False,2,IC,7
0,0.8333333333333334,4,117,18,1,False,2,IC,7
5,0.6805555555555557,5,117,18,6,False,2,IC,7
6,0.6666666666666666,6,117,18,7,False,2,IC,7
4,0.6527777777777778,7,117,18,4,False,2,IC,7
3,1.0,1,123,24,2,True,2,IC,7
2,0.888888888888889,2,123,24,5,False,2,IC,7
1,0.875,3,123,24,3,False,2,IC,7
0,0.7361111111111112,4,123,24,1,False,2,IC,7
5,0.6527777777777778,5,123,24,6,False,2,IC,7
4,0.638888888888889,6,123,24,4,False,2,IC,7
6,0.5972222222222222,7,123,24,7,False,2,IC,7
3,1.0,1,129,30,2,True,2,IC,7
2,0.875,2,129,30,5,False,2,IC,7
1,0.861111111111111,3,129,30,3,False,2,IC,7
0,0.6666666666666666,4,129,30,1,False,2,IC,7
5,0.638888888888889,5,129,30,6,False,2,IC,7
4,0.625,6,129,30,4,False,2,IC,7
6,0.5833333333333334,7,129,30,7,False,2,IC,7
3,1.0,1,135,36,2,True,2,IC,7
1,0.861111111111111,2,135,36,3,False,2,IC,7
2,0.861111111111111,2,135,36,5,False,2,IC,7
0,0.6666666666666666,4,135,36,1,False,2,IC,7
5,0.625,5,135,36,6,False,2,IC,7
4,0.5833333333333334,6,135,36,4,False,2,IC,7
6,0.5555555555555555,7,135,36,7,False,2,IC,7
3,1.0,1,141,42,2,True,2,IC,7
1,0.861111111111111,2,141,42,3,False,2,IC,7
2,0.861111111111111,2,141,42,5,False,2,IC,7
0,0.638888888888889,4,141,42,1,False,2,IC,7
5,0.625,5,141,42,6,False,2,IC,7
4,0.5416666666666666,6,141,42,4,False,2,IC,7
6,0.5277777777777778,7,141,42,7,False,2,IC,7
3,1.0,1,147,48,2,True,2,IC,7
1,0.861111111111111,2,147,48,3,False,2,IC,7
2,0.861111111111111,2,147,48,5,False,2,IC,7
0,0.638888888888889,4,147,48,1,False,2,IC,7
5,0.625,5,147,48,6,False,2,IC,7
4,0.5277777777777778,6,147,48,4,False,2,IC,7
6,0.5277777777777778,6,147,48,7,False,2,IC,7
3,1.0,1,153,54,2,True,2,IC,7
1,0.861111111111111,2,153,54,3,False,2,IC,7
2,0.861111111111111,2,153,54,5,False,2,IC,7
0,0.638888888888889,4,153,54,1,False,2,IC,7
5,0.625,5,153,54,6,False,2,IC,7
4,0.5277777777777778,6,153,54,4,False,2,IC,7
6,0.5277777777777778,6,153,54,7,False,2,IC,7
3,1.0,1,159,60,2,True,2,IC,7
1,0.861111111111111,2,159,60,3,False,2,IC,7
2,0.861111111111111,2,159,60,5,False,2,IC,7
0,0.638888888888889,4,159,60,1,False,2,IC,7
5,0.625,5,159,60,6,False,2,IC,7
4,0.5277777777777778,6,159,60,4,False,2,IC,7
6,0.5277777777777778,6,159,60,7,False,2,IC,7
3,1.0,1,165,66,2,True,2,IC,7
1,0.861111111111111,2,165,66,3,False,2,IC,7
2,0.861111111111111,2,165,66,5,False,2,IC,7
0,0.638888888888889,4,165,66,1,False,2,IC,7
5,0.625,5,165,66,6,False,2,IC,7
4,0.5277777777777778,6,165,66,4,False,2,IC,7
6,0.5277777777777778,6,165,66,7,False,2,IC,7
3,1.0,1,171,72,2,True,2,IC,7
1,0.861111111111111,2,171,72,3,False,2,IC,7
2,0.861111111111111,2,171,72,5,False,2,IC,7
0,0.638888888888889,4,171,72,1,False,2,IC,7
5,0.625,5,171,72,6,False,2,IC,7
4,0.5277777777777778,6,171,72,4,False,2,IC,7
6,0.5277777777777778,6,171,72,7,False,2,IC,7
3,1.0,1,177,78,2,True,2,IC,7
1,0.861111111111111,2,177,78,3,False,2,IC,7
2,0.861111111111111,2,177,78,5,False,2,IC,7
0,0.638888888888889,4,177,78,1,False,2,IC,7
5,0.625,5,177,78,6,False,2,IC,7
4,0.5277777777777778,6,177,78,4,False,2,IC,7
6,0.5277777777777778,6,177,78,7,False,2,IC,7
3,1.0,1,183,84,2,True,2,IC,7
1,0.861111111111111,2,183,84,3,False,2,IC,7
2,0.861111111111111,2,183,84,5,False,2,IC,7
0,0.638888888888889,4,183,84,1,False,2,IC,7
5,0.625,5,183,84,6,False,2,IC,7
4,0.5277777777777778,6,183,84,4,False,2,IC,7
6,0.5277777777777778,6,183,84,7,False,2,IC,7
3,1.0,1,189,90,2,True,2,IC,7
1,0.861111111111111,2,189,90,3,False,2,IC,7
2,0.861111111111111,2,189,90,5,False,2,IC,7
0,0.638888888888889,4,189,90,1,False,2,IC,7
5,0.625,5,189,90,6,False,2,IC,7
4,0.5277777777777778,6,189,90,4,False,2,IC,7
6,0.5277777777777778,6,189,90,7,False,2,IC,7
3,1.0,1,195,96,2,True,2,IC,7
1,0.861111111111111,2,195,96,3,False,2,IC,7
2,0.861111111111111,2,195,96,5,False,2,IC,7
0,0.638888888888889,4,195,96,1,False,2,IC,7
5,0.625,5,195,96,6,False,2,IC,7
4,0.5277777777777778,6,195,96,4,False,2,IC,7
6,0.5277777777777778,6,195,96,7,False,2,IC,7
0,1.0,1,100,0,1,False,2,IC,7
3,1.0,1,100,0,2,True,2,IC,7
1,1.0,1,100,0,3,False,2,IC,7
6,1.0,1,100,0,4,False,2,IC,7
4,0.9583333333333334,5,100,0,5,False,2,IC,7
5,0.9444444444444445,6,100,0,6,False,2,IC,7
2,0.875,7,100,0,7,False,2,IC,7
3,1.0,1,105,6,2,True,2,IC,7
1,1.0,1,105,6,3,False,2,IC,7
6,0.9722222222222222,3,105,6,4,False,2,IC,7
4,0.9583333333333334,4,105,6,5,False,2,IC,7
5,0.9444444444444445,5,105,6,6,False,2,IC,7
0,0.9027777777777778,6,105,6,1,False,2,IC,7
2,0.6666666666666666,7,105,6,7,False,2,IC,7
3,1.0,1,111,12,2,True,2,IC,7
1,0.9861111111111112,2,111,12,3,False,2,IC,7
4,0.9305555555555555,3,111,12,5,False,2,IC,7
5,0.9166666666666666,4,111,12,6,False,2,IC,7
6,0.8194444444444445,5,111,12,4,False,2,IC,7
0,0.7777777777777778,6,111,12,1,False,2,IC,7
2,0.6111111111111112,7,111,12,7,False,2,IC,7
3,1.0,1,117,18,2,True,2,IC,7
4,0.9305555555555555,2,117,18,5,False,2,IC,7
5,0.888888888888889,3,117,18,6,False,2,IC,7
1,0.8611111111111112,4,117,18,3,False,2,IC,7
0,0.7083333333333334,5,117,18,1,False,2,IC,7
6,0.7083333333333334,5,117,18,4,False,2,IC,7
2,0.5,7,117,18,7,False,2,IC,7
3,1.0,1,123,24,2,True,2,IC,7
5,0.888888888888889,2,123,24,6,False,2,IC,7
4,0.875,3,123,24,5,False,2,IC,7
6,0.6944444444444445,4,123,24,4,False,2,IC,7
1,0.6527777777777778,5,123,24,3,False,2,IC,7
0,0.638888888888889,6,123,24,1,False,2,IC,7
2,0.5,7,123,24,7,False,2,IC,7
3,1.0,1,129,30,2,True,2,IC,7
5,0.8472222222222223,2,129,30,6,False,2,IC,7
4,0.8333333333333334,3,129,30,5,False,2,IC,7
0,0.638888888888889,4,129,30,1,False,2,IC,7
6,0.638888888888889,4,129,30,4,False,2,IC,7
1,0.625,6,129,30,3,False,2,IC,7
2,0.47222222222222227,7,129,30,7,False,2,IC,7
3,1.0,1,135,36,2,True,2,IC,7
5,0.8333333333333334,2,135,36,6,False,2,IC,7
4,0.8194444444444445,3,135,36,5,False,2,IC,7
0,0.638888888888889,4,135,36,1,False,2,IC,7
6,0.638888888888889,4,135,36,4,False,2,IC,7
1,0.5833333333333334,6,135,36,3,False,2,IC,7
2,0.4444444444444444,7,135,36,7,False,2,IC,7
3,1.0,1,141,42,2,True,2,IC,7
5,0.8333333333333334,2,141,42,6,False,2,IC,7
4,0.8194444444444445,3,141,42,5,False,2,IC,7
0,0.638888888888889,4,141,42,1,False,2,IC,7
6,0.638888888888889,4,141,42,4,False,2,IC,7
1,0.5416666666666666,6,141,42,3,False,2,IC,7
2,0.4444444444444444,7,141,42,7,False,2,IC,7
3,1.0,1,147,48,2,True,2,IC,7
5,0.8333333333333334,2,147,48,6,False,2,IC,7
4,0.8194444444444445,3,147,48,5,False,2,IC,7
0,0.638888888888889,4,147,48,1,False,2,IC,7
6,0.638888888888889,4,147,48,4,False,2,IC,7
1,0.5277777777777778,6,147,48,3,False,2,IC,7
2,0.4444444444444444,7,147,48,7,False,2,IC,7
3,1.0,1,153,54,2,True,2,IC,7
5,0.8333333333333334,2,153,54,6,False,2,IC,7
4,0.8194444444444445,3,153,54,5,False,2,IC,7
0,0.638888888888889,4,153,54,1,False,2,IC,7
6,0.638888888888889,4,153,54,4,False,2,IC,7
1,0.5277777777777778,6,153,54,3,False,2,IC,7
2,0.4444444444444444,7,153,54,7,False,2,IC,7
3,1.0,1,159,60,2,True,2,IC,7
5,0.8333333333333334,2,159,60,6,False,2,IC,7
4,0.8194444444444445,3,159,60,5,False,2,IC,7
0,0.638888888888889,4,159,60,1,False,2,IC,7
6,0.638888888888889,4,159,60,4,False,2,IC,7
1,0.5277777777777778,6,159,60,3,False,2,IC,7
2,0.4444444444444444,7,159,60,7,False,2,IC,7
3,1.0,1,165,66,2,True,2,IC,7
5,0.8333333333333334,2,165,66,6,False,2,IC,7
4,0.8194444444444445,3,165,66,5,False,2,IC,7
0,0.638888888888889,4,165,66,1,False,2,IC,7
6,0.638888888888889,4,165,66,4,False,2,IC,7
1,0.5277777777777778,6,165,66,3,False,2,IC,7
2,0.4444444444444444,7,165,66,7,False,2,IC,7
3,1.0,1,171,72,2,True,2,IC,7
5,0.8333333333333334,2,171,72,6,False,2,IC,7
4,0.8194444444444445,3,171,72,5,False,2,IC,7
0,0.638888888888889,4,171,72,1,False,2,IC,7
6,0.638888888888889,4,171,72,4,False,2,IC,7
1,0.5277777777777778,6,171,72,3,False,2,IC,7
2,0.4444444444444444,7,171,72,7,False,2,IC,7
3,1.0,1,177,78,2,True,2,IC,7
5,0.8333333333333334,2,177,78,6,False,2,IC,7
4,0.8194444444444445,3,177,78,5,False,2,IC,7
0,0.638888888888889,4,177,78,1,False,2,IC,7
6,0.638888888888889,4,177,78,4,False,2,IC,7
1,0.5277777777777778,6,177,78,3,False,2,IC,7
2,0.4444444444444444,7,177,78,7,False,2,IC,7
3,1.0,1,183,84,2,True,2,IC,7
5,0.8333333333333334,2,183,84,6,False,2,IC,7
4,0.8194444444444445,3,183,84,5,False,2,IC,7
0,0.638888888888889,4,183,84,1,False,2,IC,7
6,0.638888888888889,4,183,84,4,False,2,IC,7
1,0.5277777777777778,6,183,84,3,False,2,IC,7
2,0.4444444444444444,7,183,84,7,False,2,IC,7
3,1.0,1,189,90,2,True,2,IC,7
5,0.8333333333333334,2,189,90,6,False,2,IC,7
4,0.8194444444444445,3,189,90,5,False,2,IC,7
0,0.638888888888889,4,189,90,1,False,2,IC,7
6,0.638888888888889,4,189,90,4,False,2,IC,7
1,0.5277777777777778,6,189,90,3,False,2,IC,7
2,0.4444444444444444,7,189,90,7,False,2,IC,7
3,1.0,1,195,96,2,True,2,IC,7
5,0.8333333333333334,2,195,96,6,False,2,IC,7
4,0.8194444444444445,3,195,96,5,False,2,IC,7
0,0.638888888888889,4,195,96,1,False,2,IC,7
6,0.638888888888889,4,195,96,4,False,2,IC,7
1,0.5277777777777778,6,195,96,3,False,2,IC,7
2,0.4444444444444444,7,195,96,7,False,2,IC,7
0,1.0,1,100,0,1,False,2,IC,7
1,1.0,1,100,0,2,True,2,IC,7
4,1.0,1,100,0,3,False,2,IC,7
6,1.0,1,100,0,4,False,2,IC,7
5,1.0,1,100,0,5,False,2,IC,7
3,0.986111111111111,6,100,0,6,False,2,IC,7
2,0.986111111111111,6,100,0,7,False,2,IC,7
0,1.0,1,105,6,1,False,2,IC,7
1,1.0,1,105,6,2,True,2,IC,7
6,1.0,1,105,6,4,False,2,IC,7
5,1.0,1,105,6,5,False,2,IC,7
4,0.986111111111111,5,105,6,3,False,2,IC,7
2,0.986111111111111,5,105,6,7,False,2,IC,7
3,0.8194444444444445,7,105,6,6,False,2,IC,7
1,1.0,1,111,12,2,True,2,IC,7
2,0.986111111111111,2,111,12,7,False,2,IC,7
4,0.9722222222222223,3,111,12,3,False,2,IC,7
0,0.9444444444444445,4,111,12,1,False,2,IC,7
6,0.9444444444444443,5,111,12,4,False,2,IC,7
5,0.875,6,111,12,5,False,2,IC,7
3,0.6944444444444445,7,111,12,6,False,2,IC,7
1,1.0,1,117,18,2,True,2,IC,7
4,0.9444444444444443,2,117,18,3,False,2,IC,7
2,0.9444444444444443,2,117,18,7,False,2,IC,7
0,0.8611111111111112,4,117,18,1,False,2,IC,7
6,0.7916666666666666,5,117,18,4,False,2,IC,7
5,0.7083333333333334,6,117,18,5,False,2,IC,7
3,0.6527777777777778,7,117,18,6,False,2,IC,7
1,1.0,1,123,24,2,True,2,IC,7
4,0.9444444444444443,2,123,24,3,False,2,IC,7
2,0.9027777777777777,3,123,24,7,False,2,IC,7
6,0.7777777777777778,4,123,24,4,False,2,IC,7
0,0.7638888888888888,5,123,24,1,False,2,IC,7
5,0.6111111111111112,6,123,24,5,False,2,IC,7
3,0.611111111111111,7,123,24,6,False,2,IC,7
1,1.0,1,129,30,2,True,2,IC,7
4,0.9027777777777778,2,129,30,3,False,2,IC,7
2,0.8472222222222222,3,129,30,7,False,2,IC,7
6,0.7361111111111112,4,129,30,4,False,2,IC,7
0,0.7222222222222223,5,129,30,1,False,2,IC,7
3,0.5416666666666666,6,129,30,6,False,2,IC,7
5,0.5416666666666666,6,129,30,5,False,2,IC,7
1,1.0,1,135,36,2,True,2,IC,7
4,0.8888888888888888,2,135,36,3,False,2,IC,7
2,0.8472222222222222,3,135,36,7,False,2,IC,7
6,0.7222222222222223,4,135,36,4,False,2,IC,7
0,0.6805555555555557,5,135,36,1,False,2,IC,7
3,0.5277777777777778,6,135,36,6,False,2,IC,7
5,0.5277777777777778,6,135,36,5,False,2,IC,7
1,1.0,1,141,42,2,True,2,IC,7
4,0.8611111111111112,2,141,42,3,False,2,IC,7
2,0.8472222222222222,3,141,42,7,False,2,IC,7
6,0.6666666666666666,4,141,42,4,False,2,IC,7
0,0.638888888888889,5,141,42,1,False,2,IC,7
3,0.5277777777777778,6,141,42,6,False,2,IC,7
5,0.5277777777777778,6,141,42,5,False,2,IC,7
1,1.0,1,147,48,2,True,2,IC,7
4,0.8611111111111112,2,147,48,3,False,2,IC,7
2,0.8472222222222222,3,147,48,7,False,2,IC,7
6,0.6666666666666666,4,147,48,4,False,2,IC,7
0,0.638888888888889,5,147,48,1,False,2,IC,7
3,0.5277777777777778,6,147,48,6,False,2,IC,7
5,0.5277777777777778,6,147,48,5,False,2,IC,7
1,1.0,1,153,54,2,True,2,IC,7
4,0.8611111111111112,2,153,54,3,False,2,IC,7
2,0.8472222222222222,3,153,54,7,False,2,IC,7
0,0.638888888888889,4,153,54,1,False,2,IC,7
6,0.638888888888889,4,153,54,4,False,2,IC,7
3,0.5277777777777778,6,153,54,6,False,2,IC,7
5,0.5277777777777778,6,153,54,5,False,2,IC,7
1,1.0,1,159,60,2,True,2,IC,7
4,0.8611111111111112,2,159,60,3,False,2,IC,7
2,0.8472222222222222,3,159,60,7,False,2,IC,7
0,0.638888888888889,4,159,60,1,False,2,IC,7
6,0.638888888888889,4,159,60,4,False,2,IC,7
3,0.5277777777777778,6,159,60,6,False,2,IC,7
5,0.5277777777777778,6,159,60,5,False,2,IC,7
1,1.0,1,165,66,2,True,2,IC,7
4,0.8611111111111112,2,165,66,3,False,2,IC,7
2,0.8472222222222222,3,165,66,7,False,2,IC,7
0,0.638888888888889,4,165,66,1,False,2,IC,7
6,0.638888888888889,4,165,66,4,False,2,IC,7
3,0.5277777777777778,6,165,66,6,False,2,IC,7
5,0.5277777777777778,6,165,66,5,False,2,IC,7
1,1.0,1,171,72,2,True,2,IC,7
4,0.8611111111111112,2,171,72,3,False,2,IC,7
2,0.8472222222222222,3,171,72,7,False,2,IC,7
0,0.638888888888889,4,171,72,1,False,2,IC,7
6,0.638888888888889,4,171,72,4,False,2,IC,7
3,0.5277777777777778,6,171,72,6,False,2,IC,7
5,0.5277777777777778,6,171,72,5,False,2,IC,7
1,1.0,1,177,78,2,True,2,IC,7
4,0.8611111111111112,2,177,78,3,False,2,IC,7
2,0.8472222222222222,3,177,78,7,False,2,IC,7
0,0.638888888888889,4,177,78,1,False,2,IC,7
6,0.638888888888889,4,177,78,4,False,2,IC,7
3,0.5277777777777778,6,177,78,6,False,2,IC,7
5,0.5277777777777778,6,177,78,5,False,2,IC,7
1,1.0,1,183,84,2,True,2,IC,7
4,0.8611111111111112,2,183,84,3,False,2,IC,7
2,0.8472222222222222,3,183,84,7,False,2,IC,7
0,0.638888888888889,4,183,84,1,False,2,IC,7
6,0.638888888888889,4,183,84,4,False,2,IC,7
3,0.5277777777777778,6,183,84,6,False,2,IC,7
5,0.5277777777777778,6,183,84,5,False,2,IC,7
1,1.0,1,189,90,2,True,2,IC,7
4,0.8611111111111112,2,189,90,3,False,2,IC,7
2,0.8472222222222222,3,189,90,7,False,2,IC,7
0,0.638888888888889,4,189,90,1,False,2,IC,7
6,0.638888888888889,4,189,90,4,False,2,IC,7
3,0.5277777777777778,6,189,90,6,False,2,IC,7
5,0.5277777777777778,6,189,90,5,False,2,IC,7
1,1.0,1,195,96,2,True,2,IC,7
4,0.8611111111111112,2,195,96,3,False,2,IC,7
2,0.8472222222222222,3,195,96,7,False,2,IC,7
0,0.638888888888889,4,195,96,1,False,2,IC,7
6,0.638888888888889,4,195,96,4,False,2,IC,7
3,0.5277777777777778,6,195,96,6,False,2,IC,7
5,0.5277777777777778,6,195,96,5,False,2,IC,7
3,1.0,1,100,0,1,False,2,IC,7
6,1.0,1,100,0,2,True,2,IC,7
0,0.9861111111111112,3,100,0,3,False,2,IC,7
5,0.9722222222222223,4,100,0,4,False,2,IC,7
2,0.9722222222222223,4,100,0,5,False,2,IC,7
1,0.9305555555555555,6,100,0,6,False,2,IC,7
4,0.9027777777777778,7,100,0,7,False,2,IC,7
3,1.0,1,105,6,1,False,2,IC,7
6,1.0,1,105,6,2,True,2,IC,7
2,0.9722222222222223,3,105,6,5,False,2,IC,7
0,0.9722222222222222,4,105,6,3,False,2,IC,7
1,0.9166666666666666,5,105,6,6,False,2,IC,7
5,0.888888888888889,6,105,6,4,False,2,IC,7
4,0.763888888888889,7,105,6,7,False,2,IC,7
6,1.0,1,111,12,2,True,2,IC,7
0,0.9722222222222222,2,111,12,3,False,2,IC,7
2,0.9305555555555557,3,111,12,5,False,2,IC,7
1,0.8888888888888888,4,111,12,6,False,2,IC,7
3,0.8333333333333334,5,111,12,1,False,2,IC,7
5,0.8333333333333334,5,111,12,4,False,2,IC,7
4,0.5972222222222222,7,111,12,7,False,2,IC,7
6,1.0,1,117,18,2,True,2,IC,7
0,0.9444444444444445,2,117,18,3,False,2,IC,7
2,0.9166666666666666,3,117,18,5,False,2,IC,7
5,0.763888888888889,4,117,18,4,False,2,IC,7
1,0.75,5,117,18,6,False,2,IC,7
3,0.6944444444444445,6,117,18,1,False,2,IC,7
4,0.5555555555555555,7,117,18,7,False,2,IC,7
6,1.0,1,123,24,2,True,2,IC,7
0,0.9444444444444445,2,123,24,3,False,2,IC,7
2,0.9027777777777778,3,123,24,5,False,2,IC,7
5,0.7361111111111112,4,123,24,4,False,2,IC,7
1,0.6944444444444445,5,123,24,6,False,2,IC,7
3,0.5833333333333334,6,123,24,1,False,2,IC,7
4,0.5555555555555555,7,123,24,7,False,2,IC,7
6,1.0,1,129,30,2,True,2,IC,7
0,0.8611111111111112,2,129,30,3,False,2,IC,7
2,0.8611111111111112,2,129,30,5,False,2,IC,7
5,0.7222222222222223,4,129,30,4,False,2,IC,7
1,0.6805555555555555,5,129,30,6,False,2,IC,7
3,0.5555555555555556,6,129,30,1,False,2,IC,7
4,0.5277777777777778,7,129,30,7,False,2,IC,7
6,1.0,1,135,36,2,True,2,IC,7
0,0.8611111111111112,2,135,36,3,False,2,IC,7
2,0.8333333333333334,3,135,36,5,False,2,IC,7
5,0.6944444444444445,4,135,36,4,False,2,IC,7
1,0.6111111111111112,5,135,36,6,False,2,IC,7
3,0.5277777777777778,6,135,36,1,False,2,IC,7
4,0.5277777777777778,6,135,36,7,False,2,IC,7
6,1.0,1,141,42,2,True,2,IC,7
0,0.8611111111111112,2,141,42,3,False,2,IC,7
2,0.8333333333333334,3,141,42,5,False,2,IC,7
5,0.638888888888889,4,141,42,4,False,2,IC,7
1,0.6111111111111112,5,141,42,6,False,2,IC,7
3,0.5277777777777778,6,141,42,1,False,2,IC,7
4,0.4861111111111111,7,141,42,7,False,2,IC,7
6,1.0,1,147,48,2,True,2,IC,7
0,0.8611111111111112,2,147,48,3,False,2,IC,7
2,0.8333333333333334,3,147,48,5,False,2,IC,7
5,0.638888888888889,4,147,48,4,False,2,IC,7
1,0.6111111111111112,5,147,48,6,False,2,IC,7
3,0.5277777777777778,6,147,48,1,False,2,IC,7
4,0.47222222222222215,7,147,48,7,False,2,IC,7
6,1.0,1,153,54,2,True,2,IC,7
0,0.8611111111111112,2,153,54,3,False,2,IC,7
2,0.8333333333333334,3,153,54,5,False,2,IC,7
5,0.638888888888889,4,153,54,4,False,2,IC,7
1,0.6111111111111112,5,153,54,6,False,2,IC,7
3,0.5277777777777778,6,153,54,1,False,2,IC,7
4,0.47222222222222215,7,153,54,7,False,2,IC,7
6,1.0,1,159,60,2,True,2,IC,7
0,0.8611111111111112,2,159,60,3,False,2,IC,7
2,0.8333333333333334,3,159,60,5,False,2,IC,7
5,0.638888888888889,4,159,60,4,False,2,IC,7
1,0.6111111111111112,5,159,60,6,False,2,IC,7
3,0.5277777777777778,6,159,60,1,False,2,IC,7
4,0.47222222222222215,7,159,60,7,False,2,IC,7
6,1.0,1,165,66,2,True,2,IC,7
0,0.8611111111111112,2,165,66,3,False,2,IC,7
2,0.8333333333333334,3,165,66,5,False,2,IC,7
5,0.638888888888889,4,165,66,4,False,2,IC,7
1,0.6111111111111112,5,165,66,6,False,2,IC,7
3,0.5277777777777778,6,165,66,1,False,2,IC,7
4,0.47222222222222215,7,165,66,7,False,2,IC,7
6,1.0,1,171,72,2,True,2,IC,7
0,0.8611111111111112,2,171,72,3,False,2,IC,7
2,0.8333333333333334,3,171,72,5,False,2,IC,7
5,0.638888888888889,4,171,72,4,False,2,IC,7
1,0.6111111111111112,5,171,72,6,False,2,IC,7
3,0.5277777777777778,6,171,72,1,False,2,IC,7
4,0.47222222222222215,7,171,72,7,False,2,IC,7
6,1.0,1,177,78,2,True,2,IC,7
0,0.8611111111111112,2,177,78,3,False,2,IC,7
2,0.8333333333333334,3,177,78,5,False,2,IC,7
5,0.638888888888889,4,177,78,4,False,2,IC,7
1,0.6111111111111112,5,177,78,6,False,2,IC,7
3,0.5277777777777778,6,177,78,1,False,2,IC,7
4,0.47222222222222215,7,177,78,7,False,2,IC,7
6,1.0,1,183,84,2,True,2,IC,7
0,0.8611111111111112,2,183,84,3,False,2,IC,7
2,0.8333333333333334,3,183,84,5,False,2,IC,7
5,0.638888888888889,4,183,84,4,False,2,IC,7
1,0.6111111111111112,5,183,84,6,False,2,IC,7
3,0.5277777777777778,6,183,84,1,False,2,IC,7
4,0.47222222222222215,7,183,84,7,False,2,IC,7
6,1.0,1,189,90,2,True,2,IC,7
0,0.8611111111111112,2,189,90,3,False,2,IC,7
2,0.8333333333333334,3,189,90,5,False,2,IC,7
5,0.638888888888889,4,189,90,4,False,2,IC,7
1,0.6111111111111112,5,189,90,6,False,2,IC,7
3,0.5277777777777778,6,189,90,1,False,2,IC,7
4,0.47222222222222215,7,189,90,7,False,2,IC,7
6,1.0,1,195,96,2,True,2,IC,7
0,0.8611111111111112,2,195,96,3,False,2,IC,7
2,0.8333333333333334,3,195,96,5,False,2,IC,7
5,0.638888888888889,4,195,96,4,False,2,IC,7
1,0.6111111111111112,5,195,96,6,False,2,IC,7
3,0.5277777777777778,6,195,96,1,False,2,IC,7
4,0.47222222222222215,7,195,96,7,False,2,IC,7
3,1.0,1,100,0,1,False,2,IC,7
1,1.0,1,100,0,2,True,2,IC,7
4,1.0,1,100,0,3,False,2,IC,7
6,1.0,1,100,0,4,False,2,IC,7
5,1.0,1,100,0,5,False,2,IC,7
2,1.0,1,100,0,6,False,2,IC,7
0,0.9027777777777778,7,100,0,7,False,2,IC,7
3,1.0,1,105,6,1,False,2,IC,7
1,1.0,1,105,6,2,True,2,IC,7
5,1.0,1,105,6,5,False,2,IC,7
2,0.9722222222222223,4,105,6,6,False,2,IC,7
6,0.9444444444444445,5,105,6,4,False,2,IC,7
4,0.875,6,105,6,3,False,2,IC,7
0,0.8333333333333334,7,105,6,7,False,2,IC,7
3,1.0,1,111,12,1,False,2,IC,7
1,1.0,1,111,12,2,True,2,IC,7
5,0.9583333333333334,3,111,12,5,False,2,IC,7
2,0.9166666666666666,4,111,12,6,False,2,IC,7
0,0.7916666666666666,5,111,12,7,False,2,IC,7
6,0.7777777777777778,6,111,12,4,False,2,IC,7
4,0.7083333333333334,7,111,12,3,False,2,IC,7
1,1.0,1,117,18,2,True,2,IC,7
3,0.9722222222222223,2,117,18,1,False,2,IC,7
5,0.9166666666666666,3,117,18,5,False,2,IC,7
2,0.7916666666666666,4,117,18,6,False,2,IC,7
6,0.7777777777777778,5,117,18,4,False,2,IC,7
0,0.7083333333333334,6,117,18,7,False,2,IC,7
4,0.5972222222222222,7,117,18,3,False,2,IC,7
1,1.0,1,123,24,2,True,2,IC,7
3,0.9305555555555555,2,123,24,1,False,2,IC,7
